A,А сайт 
orchestration,оркестровка 
orchestrations,оркестровки 
orchid,орхидеи 
orchids,орхидеи 
ordain,рукополагать 
ordained,рукоположен 
ordaining,рукоположив 
ordains,предписывает 
ordeal,испытание
ordeals,мытарства 
order,порядок 
ordered,приказал 
ordering,упорядочение 
orderings,упорядочения 
orderlies,санитары 
orderliness,упорядоченность 
orderly,упорядоченной 
orders,заказы 
ordinal,порядковый 
ordinals,ординалы 
ordinance,постановление 
ordinances,таинства 
ordinaries,Ординарии 
ordinarily,обычно 
ordinariness,обыденность 
ordinary,обычный 
ordination,рукоположение 
ordinations,хиротонии 
ordnance,боеприпасы 
ordure,навоз 
ore,руды 
oregano,орегано 
ores,руды 
organ,орган 
organdie,органди 
organdy,органза 
organelle,органеллы 
organelles,органеллы 
organic,органическая 
organically,органически 
organics,органические 
organism,организм 
organisms,организмы 
organist,органист 
organists,органисты 
organization,организация 
organizational,организационная 
organizations,организации 
organize,организовать 
organized,организован 
organizer,организатор 
organizers,организаторы 
organizes,организует 
organizing,организационный 
organs,органы 
orgasm,оргазм 
orgasmic,оргазма 
orgasms,оргазмы 
orgiastic,разнузданный 
orgies,оргии 
orgy,оргия 
orient,Orient 
oriental,восточный 
orientals,представители Востока 
orientate,Ориентировать 
orientated,ориентируемый 
orientates,ориентирует 
orientating,ориентирование 
orientation,ориентация 
orientations,ориентации 
oriented,ориентированных 
orienting,ориентирующий 
orients,ориентирует 
orifice,отверстие 
orifices,отверстия 
origami,оригами 
origin,происхождение 
original,оригинальный 
originality,оригинальность 
originally,изначально 
originals,оригиналы 
originate,происходят 
originated,возник 
originates,берет начало 
originating,происходящих 
origination,возникновение 
originator,Возбудитель 
originators,создатели 
origins,истоки 
oriole,иволга 
orioles,иволги 
ormolu,золоченая бронза 
ornament,орнамент 
ornamental,декоративные 
ornamentation,украшения 
ornamented,орнаментированные 
ornamenting,: украшение 
ornaments,украшения 
ornate,богато 
ornately,витиевато 
ornateness,витиеватость 
ornerier,ornerier 
orneriest,orneriest 
ornery,злобным 
ornithologist,орнитолог 
ornithologists,орнитологи 
ornithology,орнитология 
orotund,orotund 
orphan,сирота 
orphanage,детский дом 
orphanages,детские дома 
orphaned,сиротами 
orphaning,сиротами 
orphans,сирот 
orthodontia,ортодонтия 
orthodontic,ортодонтическое 
orthodontics,ортодонтия 
orthodontist,ортодонт 
orthodontists,ортодонты 
orthodox,православный 
orthodoxies,ортодоксы 
orthodoxy,православие 
orthogonal,ортогональным 
orthogonality,ортогональность 
orthographic,орфографическая 
orthographies,орфографии 
orthography,орфография 
orthopaedic,ортопедическая 
orthopaedics,ортопедия 
orthopaedist,ортопед 
orthopaedists,ортопеды 
orthopedic,ортопедическая 
orthopedics,ортопедия 
orthopedist,ортопед 
orthopedists,ортопеды 
oscillate,колебаться 
oscillated,колебалась 
oscillates,колеблется 
oscillating,колебательный 
oscillation,колебаний 
oscillations,колебания 
oscillator,генератор 
oscillators,осцилляторы 
oscilloscope,осциллограф 
oscilloscopes,осциллографы 
osier,ива 
osiers,ивняка 
osmosis,осмоса 
osmotic,осмотическое 
osprey,скопа 
ospreys,скопы 
ossification,окостенение 
ossified,окостеневший 
ossifies,костенеет 
ossify,окостенеть 
ossifying,ossifying 
ostensible,очевидная 
ostensibly,якобы 
ostentation,показная роскошь 
ostentatious,показной 
ostentatiously,демонстративно 
osteopath,остеопат 
osteopaths,остеопаты 
osteopathy,остеопатия 
osteoporosis,остеопороз 
ostracism,остракизм 
ostracize,остракизму 
ostracized,остракизму 
ostracizes,ostracizes 
ostracizing,остракизму 
ostrich,страуса 
ostriches,страусы 
other,другие 
others,другие 
otherwise,в противном случае 
otherworldly,потусторонний 
otiose,праздный 
otter,выдра 
otters,выдры 
ottoman,пуфик 
ottomans,тахты 
ouch,ай 
ought,должны 
ounce,унцию 
ounces,унций 
our,наш 
ours,наша 
ourselves,сами 
oust,вытеснить 
ousted,вытеснили 
ouster,свержение 
ousters,Бродяги 
ousting,вытеснение 
ousts,вЫТЕСНЯЕТ 
out,из 
outage,отключение 
outages,отключения 
outback,глубинке 
outbacks,Outbacks 
outbalance,перевесить 
outbalanced,перевесили 
outbalances,перевешивает 
outbalancing,outbalancing 
outbid,перекупить 
outbidding,перекупка 
outbids,перекупает 
outbound,исходящий 
outbreak,вспышка 
outbreaks,вспышки 
outbuilding,флигель 
outbuildings,хозяйственные постройки 
outburst,взрыв 
outbursts,вспышки 
outcast,изгоем 
outcasts,изгоями 
outclass,фору 
outclassed,превзошел 
outclasses,превосходит 
outclassing,превосходя 
outcome,итоги 
outcomes,результаты 
outcries,крики 
outcrop,обнажение 
outcropped,outcropped 
outcropping,обнажение 
outcroppings,обнажения 
outcrops,обнажения 
outcry,протест 
outdated,устарел 
outdid,переплюнул 
outdistance,опередить 
outdistanced,опередила 
outdistances,опережает 
outdistancing,обгоняя 
outdo,превзойти 
outdoes,превосходит 
outdoing,превосходя 
outdone,отстать 
outdoor,открытый 
outdoors,на открытом воздухе 
outed,outed 
outer,внешний 
outermost,внешний 
outfield,полевым 
outfielder,аутфилдер 
outfielders,Outfielders 
